,Sri Lanka,Malaysia,Dominican Republic,Philippines,Uruguay,India,El Salvador,Pakistan,Nepal,Cambodia,Thailand,Paraguay,Ecuador,Belize,Honduras,Japan,Singapore,Afghanistan,Nicaragua,Mexico,Suriname,China,Haiti,Argentina,Bhutan,Mongolia,Chile,Colombia,Guyana,Cuba,Bangladesh,Guatemala,Indonesia,Peru,Brazil,Panama,Costa Rica
2021-05-09,0.0058278869391615,0.013580486534047243,0.024954313754988983,0.01003488877665338,0.0633550074602869,0.016383724751715192,0.010831455886118854,0.0038960972348107458,0.01350539153087737,0.0011426540544869656,0.0011905161345466327,0.04173063415085531,0.022700653968189193,0.03190475352156953,0.022139997867659175,0.005058886136738586,0.010484684402264962,0.0015912314372708563,0.0010550144205934467,0.01835660795980987,0.01888741532198952,7.129250683800628e-05,0.0011544803246787358,0.0695936038448902,0.001557777743218094,0.013824576944335648,0.06523286076229863,0.058932135214662756,0.01811052953433881,0.010223883285175378,0.004695123546610166,0.013118312136032312,0.006267531826803361,0.05595852898257502,0.07138132379733894,0.08518905303830936,0.05211622668829163
2021-05-10,0.005894247720453457,0.01365568891155465,0.024968417862104974,0.010070579242758912,0.0636584279651222,0.01653885541820217,0.010831455886118854,0.0038960972348107458,0.01370465838262036,0.0011658014120605866,0.0012112468001064412,0.041909813207936034,0.02277592435779281,0.03190475352156953,0.022139997867659175,0.005087357838563126,0.01048553905300937,0.001595701188499145,0.0010550144205934467,0.018370878965098963,0.01895901021761439,7.129250683800628e-05,0.0011544803246787358,0.06982046132318956,0.001557777743218094,0.013903886536037668,0.06540941250433074,0.05914310989133399,0.018151213068568282,0.010286302634432032,0.004703126491159421,0.013124284595625693,0.006283164845934823,0.05595852898257502,0.07151435954547652,0.08524931120282712,0.052120938008061855
2021-05-11,0.005955051194937714,0.013739202480331366,0.024978189335008866,0.010097335685259915,0.06409254382972525,0.016712404866742508,0.010831455886118854,0.0038960972348107458,0.013928155754055146,0.0011910421999057237,0.0012283528226900015,0.04213778280638147,0.022868368639000262,0.03190475352156953,0.022158474116290114,0.00510851592633943,0.010486564633902662,0.001599811304571135,0.0010550144205934467,0.018388748745634866,0.01905958399956361,7.129250683800628e-05,0.0011544803246787358,0.07020970122938698,0.001557777743218094,0.013903886536037668,0.06553757599113924,0.059355224440501446,0.01818681116101907,0.010345013903534825,0.00471150590199248,0.01316341257856924,0.0062988271129973085,0.05595852898257502,0.07175270702789732,0.08531652223248157,0.05221025677870578
2021-05-12,0.006019543973941368,0.01381814334907887,0.024997824464523286,0.010122559016457996,0.06444000924655277,0.016840600836206764,0.010831455886118854,0.003903788764853045,0.014115204383403974,0.0012098232600558968,0.0012451723122319609,0.04232495341765124,0.022948740184525813,0.03190475352156953,0.02216422901340467,0.005132006464001387,0.010487419284647071,0.001604203991123074,0.0010550144205934467,0.01840859630136029,0.01912606497407242,7.129250683800628e-05,0.0011544803246787358,0.07056887195456336,0.001557777743218094,0.013903886536037668,0.06566103143149356,0.05956900949246509,0.018274535031701372,0.01040769811565961,0.004720164626519975,0.013197070458333805,0.006313900765447969,0.05595852898257502,0.07197411336423126,0.08538697793253311,0.052340210682367924
2021-05-13,0.006095851867418537,0.013925231040303469,0.025009255244146704,0.01015880614797709,0.06469247583359314,0.017041046576094756,0.010831455886118854,0.003912009964709911,0.014375493705418933,0.001234465924966315,0.0012621350682947207,0.04251576929925286,0.0230004885773783,0.03190475352156953,0.02216422901340467,0.005165071906109198,0.010487761144944836,0.0016085966776750132,0.0010550144205934467,0.018427187388141787,0.019250503721229932,7.129250683800628e-05,0.0011544803246787358,0.07092782142012959,0.001557777743218094,0.013966114061834638,0.06588790695895823,0.059827937425873896,0.018383872029943082,0.010485302936022551,0.00472723854943339,0.013224979148022498,0.0063307621976823715,0.05595852898257502,0.07218402644316724,0.08546276416252276,0.05246034933650876
2021-05-14,0.0061589903447631725,0.014026664649735194,0.02502603267875527,0.010196723275736867,0.06521928752604911,0.01726186036720456,0.010831455886118854,0.003922589779723951,0.01461292534171897,0.0012534264219969038,0.0012812038422132454,0.04275355308705326,0.023071111247141937,0.03190475352156953,0.02216422901340467,0.005197979216021372,0.01048827393539148,0.0016136058816377508,0.0010550144205934467,0.018446174029961186,0.019374942468387443,7.129250683800628e-05,0.0011544803246787358,0.07127046405242685,0.0015616657076354438,0.013971909762766709,0.06612592486303116,0.060104454771077835,0.018489394946850778,0.010562024880158382,0.004734913603993525,0.01326918651248939,0.006348643651511179,0.05595852898257502,0.07245269486047545,0.08554249034942318,0.05248056875052266
2021-05-15,0.006219373518732561,0.014109065940126425,0.02502621704616855,0.010229283639598933,0.06550082951250918,0.017443568485472603,0.010831455886118854,0.00392949812277548,0.01484150219886818,0.0012584506546485426,0.00129603192711608,0.04291184194107841,0.02313158828457195,0.03190475352156953,0.02216422901340467,0.0052302856235901226,0.010489812306731417,0.0016174334272297912,0.0010550144205934467,0.01846635509287543,0.01945846984661646,7.129250683800628e-05,0.0011544803246787358,0.07144775937804985,0.0015616657076354438,0.013971909762766709,0.06633972248367864,0.0603584301550203,0.018547877527305644,0.010608199306836217,0.004742376137264416,0.013285596822026341,0.006364433878271888,0.05595852898257502,0.07263966847028634,0.08562662001757684,0.05248056875052266
2021-05-16,0.006272518183834775,0.014176791335153639,0.02502621704616855,0.010257326800514888,0.06568564541773145,0.017582981085962273,0.010831455886118854,0.003934604683038996,0.01498420829076404,0.0012699346149951452,0.0013118055710561972,0.043050502416393625,0.023188721230897588,0.03190475352156953,0.02216422901340467,0.0052568992721159225,0.010490325097178062,0.0016206958318619332,0.0010550144205934467,0.01848185154318391,0.019516427619265163,7.129250683800628e-05,0.0011544803246787358,0.07157084609918311,0.0015616657076354438,0.013974350057896002,0.06655812352752577,0.06057070192798034,0.018570762015309723,0.010672296120924378,0.004749237538888587,0.013285596822026341,0.006379291827231258,0.05595852898257502,0.07267851408073872,0.08570194272322405,0.05248056875052266
2021-05-17,0.006324168447106347,0.014241272584889858,0.02502621704616855,0.010271745347292372,0.06595106639065189,0.017714848782889918,0.010831455886118854,0.003934609210131428,0.015164941883819257,0.0012880577399171276,0.0013283815075127961,0.043183554783505995,0.023237919045789108,0.03190475352156953,0.02216422901340467,0.005276776489107562,0.01049100881777359,0.001623572913112326,0.0010550144205934467,0.01849733248153012,0.01958120395340195,7.129250683800628e-05,0.0011544803246787358,0.07173212222903039,0.0015616657076354438,0.013974350057896002,0.06669617391188808,0.06073633719346568,0.018577118817533076,0.010723767804964873,0.004756633279754287,0.013291680916378477,0.006392113388993194,0.05595852898257502,0.07275919740631194,0.08577077608807704,0.05248056875052266
2021-05-18,0.006373016706945466,0.014315733443473611,0.02502621704616855,0.010290735850991072,0.06635495535486813,0.01785338312530072,0.010831455886118854,0.003935369761660037,0.015365204040195481,0.0013060014279586943,0.0013396852360039425,0.04331478451545244,0.023316363487966372,0.03190475352156953,0.02216422901340467,0.005290486550469337,0.010491692538369117,0.001625216959541122,0.0010550144205934467,0.018515256553933972,0.019666435972002988,7.129250683800628e-05,0.0011545680244906987,0.07198707967782034,0.0015616657076354438,0.013974350057896002,0.0667860975991631,0.060923747954223666,0.018594917863758473,0.01077665209096874,0.004764563359861516,0.013320594318895963,0.006403611481876368,0.05595852898257502,0.0729863621327626,0.08583775535556025,0.05248331702038863
